time_s,err_mag,err_x,err_y,err_z
2.405,0.007106,0.004127,0.004101,0.00408
2.41,0.006616,0.003741,0.003715,0.003997
2.413,0.006118,0.003392,0.003364,0.003822
2.416,0.005656,0.003097,0.003069,0.003602
2.42,0.005246,0.002859,0.00283,0.003367
2.423,0.004967,0.002675,0.002645,0.003243
2.427,0.004734,0.002544,0.002513,0.003102
2.43,0.004626,0.002465,0.002432,0.003067
2.434,0.004584,0.002435,0.002401,0.003054
2.438,0.004627,0.002451,0.002415,0.003093
2.441,0.004735,0.002507,0.00247,0.003168
2.445,0.004845,0.002599,0.002561,0.003188
2.449,0.005015,0.002715,0.002675,0.003259
2.452,0.005084,0.002846,0.002805,0.003144
2.456,0.005125,0.002983,0.00294,0.002954
2.46,0.005164,0.003118,0.003075,0.002738
2.463,0.00517,0.003249,0.003204,0.00243
2.467,0.005193,0.003373,0.003328,0.002123
2.471,0.005234,0.00349,0.003444,0.001832
2.474,0.005282,0.003598,0.003552,0.001528
2.478,0.005341,0.003696,0.00365,0.001242
2.481,0.005408,0.003784,0.003739,0.000976
2.485,0.005477,0.003862,0.003817,0.000717
2.49,0.005546,0.003929,0.003885,0.000477
2.493,0.005612,0.003986,0.003942,0.000253
2.5,0.005672,0.004032,0.003989,4e-05
2.508,0.005727,0.004069,0.004027,-0.000157
2.513,0.005774,0.004096,0.004055,-0.000342
2.515,0.005814,0.004115,0.004075,-0.000516
2.52,0.005847,0.004126,0.004087,-0.000679
2.523,0.005874,0.00413,0.004092,-0.000832
2.526,0.005894,0.004128,0.004092,-0.000977
2.53,0.005909,0.004121,0.004086,-0.001113
2.533,0.00592,0.00411,0.004075,-0.001242
2.537,0.005927,0.004095,0.004061,-0.001364
2.54,0.005931,0.004078,0.004045,-0.00148
2.545,0.005934,0.004059,0.004026,-0.001589
2.547,0.005935,0.004039,0.004007,-0.001693
2.552,0.005936,0.004018,0.003986,-0.00179
2.555,0.005936,0.003997,0.003965,-0.001883
2.559,0.005937,0.003976,0.003945,-0.00197
2.562,0.005938,0.003956,0.003925,-0.002051
2.566,0.00594,0.003937,0.003906,-0.002129
2.569,0.005943,0.003919,0.003889,-0.002201
2.573,0.005947,0.003902,0.003872,-0.002269
2.577,0.005951,0.003886,0.003857,-0.002333
2.581,0.005957,0.003872,0.003842,-0.002393
2.585,0.005963,0.003859,0.003829,-0.002449
2.589,0.00597,0.003848,0.003818,-0.002501
2.593,0.005977,0.003837,0.003807,-0.002551
2.597,0.005984,0.003827,0.003797,-0.002597
2.601,0.005991,0.003818,0.003788,-0.00264
2.604,0.005999,0.00381,0.00378,-0.00268
2.609,0.006005,0.003802,0.003772,-0.002717
2.612,0.006012,0.003794,0.003764,-0.002752
2.615,0.006018,0.003787,0.003757,-0.002785
2.619,0.006023,0.00378,0.00375,-0.002816
2.623,0.006027,0.003773,0.003743,-0.002844
2.626,0.006031,0.003765,0.003735,-0.00287
2.63,0.006033,0.003758,0.003728,-0.002895
2.633,0.006034,0.00375,0.00372,-0.002918
2.637,0.006035,0.003742,0.003712,-0.002939
2.641,0.006034,0.003733,0.003704,-0.002958
2.644,0.006032,0.003725,0.003695,-0.002976
2.648,0.006029,0.003716,0.003686,-0.002993
2.651,0.006026,0.003707,0.003677,-0.003009
2.656,0.006021,0.003697,0.003667,-0.003023
2.66,0.006016,0.003687,0.003658,-0.003036
2.664,0.00601,0.003677,0.003648,-0.003048
2.668,0.006003,0.003667,0.003638,-0.003059
2.675,0.005996,0.003657,0.003628,-0.003069
2.678,0.005989,0.003647,0.003618,-0.003078
2.682,0.005981,0.003637,0.003608,-0.003086
2.686,0.005972,0.003627,0.003598,-0.003094
2.69,0.005964,0.003617,0.003588,-0.003101
2.694,0.005955,0.003607,0.003578,-0.003107
2.697,0.005946,0.003598,0.003568,-0.003112
2.702,0.005937,0.003588,0.003559,-0.003117
2.706,0.005928,0.003579,0.003549,-0.003121
2.711,0.00592,0.00357,0.00354,-0.003125
2.714,0.005911,0.003561,0.003531,-0.003128
2.718,0.005902,0.003552,0.003523,-0.003131
2.722,0.005893,0.003544,0.003514,-0.003133
2.726,0.005884,0.003536,0.003506,-0.003135
